Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      1.77     0.00       99     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_create_nodes(unsigned int**, unsigned int**)
  0.00      1.77     0.00       99     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_Deque_impl_data::_Deque_impl_data()
  0.00      1.77     0.00       99     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_destroy_nodes(unsigned int**, unsigned int**)
  0.00      1.77     0.00       99     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate_map(unsigned int**, unsigned long)
  0.00      1.77     0.00       99     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_initialize_map(unsigned long)
  0.00      1.77     0.00       99     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_Deque_base()
  0.00      1.77     0.00       99     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::~_Deque_base()
  0.00      1.77     0.00       99     0.00     0.00  std::allocator_traits<std::allocator<unsigned int*> >::deallocate(std::allocator<unsigned int*>&, unsigned int**, unsigned long)
  0.00      1.77     0.00       99     0.00     0.00  std::allocator_traits<std::allocator<unsigned int*> >::allocate(std::allocator<unsigned int*>&, unsigned long)
  0.00      1.77     0.00       99     0.00     0.00  std::deque<unsigned int, std::allocator<unsigned int> >::_M_destroy_data(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::allocator<unsigned int> const&)
  0.00      1.77     0.00       99     0.00     0.00  std::deque<unsigned int, std::allocator<unsigned int> >::deque()
  0.00      1.77     0.00       99     0.00     0.00  std::deque<unsigned int, std::allocator<unsigned int> >::~deque()
  0.00      1.77     0.00       99     0.00     0.00  std::queue<unsigned int, std::deque<unsigned int, std::allocator<unsigned int> > >::queue<std::deque<unsigned int, std::allocator<unsigned int> >, void>()
  0.00      1.77     0.00       99     0.00     0.00  std::queue<unsigned int, std::deque<unsigned int, std::allocator<unsigned int> > >::~queue()
  0.00      1.77     0.00       99     0.00     0.00  __gnu_cxx::__promote_2<double, float, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type, __gnu_cxx::__promote<float, std::__is_integer<float>::__value>::__type>::__type std::pow<double, float>(double, float)
  0.00      1.77     0.00       48     0.00     0.00  std::bitset<48ul>::reference::operator bool() const
  0.00      1.77     0.00       48     0.00     0.00  std::bitset<48ul>::reference::reference(std::bitset<48ul>&, unsigned long)
  0.00      1.77     0.00       48     0.00     0.00  std::bitset<48ul>::reference::~reference()
  0.00      1.77     0.00       48     0.00     0.00  std::bitset<48ul>::operator[](unsigned long)
  0.00      1.77     0.00       44     0.00     0.00  Node*& std::forward<Node*&>(std::remove_reference<Node*&>::type&)
  0.00      1.77     0.00       37     0.00     0.00  std::_Bit_reference::operator bool() const
  0.00      1.77     0.00       36     0.00     0.00  __gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > >::__normal_iterator(Node** const&)
  0.00      1.77     0.00       30     0.00     0.00  Node** std::__niter_base<Node**>(Node**)
  0.00      1.77     0.00       26     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand()
  0.00      1.77     0.00       20     0.00     0.00  __gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > >::base() const
  0.00      1.77     0.00       18     0.00     0.00  std::vector<Node*, std::allocator<Node*> >::end()
  0.00      1.77     0.00       16     0.00     0.00  std::bitset<16ul>::reference::operator bool() const
  0.00      1.77     0.00       16     0.00     0.00  std::bitset<16ul>::reference::reference(std::bitset<16ul>&, unsigned long)
  0.00      1.77     0.00       16     0.00     0.00  std::bitset<16ul>::reference::~reference()
  0.00      1.77     0.00       16     0.00     0.00  std::bitset<16ul>::operator[](unsigned long)
  0.00      1.77     0.00       13     0.00     0.00  __gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > >::operator*() const
  0.00      1.77     0.00       13     0.00     0.00  __gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > >::operator-(long) const
  0.00      1.77     0.00       13     0.00     0.00  std::_Vector_base<Node*, std::allocator<Node*> >::_M_get_Tp_allocator()
  0.00      1.77     0.00       13     0.00     0.00  void std::allocator_traits<std::allocator<Node*> >::construct<Node*, Node*&>(std::allocator<Node*>&, Node**, Node*&)
  0.00      1.77     0.00       13     0.00     0.00  Node*& std::vector<Node*, std::allocator<Node*> >::emplace_back<Node*&>(Node*&)
  0.00      1.77     0.00       13     0.00     0.00  std::vector<Node*, std::allocator<Node*> >::back()
  0.00      1.77     0.00       13     0.00     0.00  decltype (::new ((void*)(0)) Node*((declval<Node*&>)())) std::construct_at<Node*, Node*&>(Node**, Node*&)
  0.00      1.77     0.00       11     0.00     0.00  std::allocator_traits<std::allocator<Node*> >::max_size(std::allocator<Node*> const&)
  0.00      1.77     0.00       11     0.00     0.00  std::vector<Node*, std::allocator<Node*> >::_S_max_size(std::allocator<Node*> const&)
  0.00      1.77     0.00       10     0.00     0.00  std::_Vector_base<Node*, std::allocator<Node*> >::_M_get_Tp_allocator() const
  0.00      1.77     0.00       10     0.00     0.00  std::vector<Node*, std::allocator<Node*> >::max_size() const
  0.00      1.77     0.00       10     0.00     0.00  std::vector<Node*, std::allocator<Node*> >::_S_relocate(Node**, Node**, Node**, std::allocator<Node*>&)
  0.00      1.77     0.00       10     0.00     0.00  std::vector<Node*, std::allocator<Node*> >::_S_do_relocate(Node**, Node**, Node**, std::allocator<Node*>&, std::integral_constant<bool, true>)
  0.00      1.77     0.00       10     0.00     0.00  Node** std::__relocate_a<Node**, Node**, std::allocator<Node*> >(Node**, Node**, Node**, std::allocator<Node*>&)
  0.00      1.77     0.00       10     0.00     0.00  std::enable_if<std::__is_bitwise_relocatable<Node*, void>::value, Node**>::type std::__relocate_a_1<Node*, Node*>(Node**, Node**, Node**, std::allocator<Node*>&)
  0.00      1.77     0.00        7     0.00     0.00  std::_Vector_base<Node*, std::allocator<Node*> >::_M_deallocate(Node**, unsigned long)
  0.00      1.77     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<Node*>::deallocate(Node**, unsigned long)
  0.00      1.77     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<Node*>::allocate(unsigned long, void const*)
  0.00      1.77     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<Node*>::_M_max_size() const
  0.00      1.77     0.00        6     0.00     0.00  std::_Vector_base<Node*, std::allocator<Node*> >::_M_allocate(unsigned long)
  0.00      1.77     0.00        6     0.00     0.00  std::allocator_traits<std::allocator<Node*> >::deallocate(std::allocator<Node*>&, Node**, unsigned long)
  0.00      1.77     0.00        6     0.00     0.00  std::allocator_traits<std::allocator<Node*> >::allocate(std::allocator<Node*>&, unsigned long)
  0.00      1.77     0.00        5     0.00     0.00  __gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > >::difference_type __gnu_cxx::operator-<Node**, std::vector<Node*, std::allocator<Node*> > >(__gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > > const&, __gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > > const&)
  0.00      1.77     0.00        5     0.00     0.00  std::vector<Node*, std::allocator<Node*> >::_M_check_len(unsigned long, char const*) const
  0.00      1.77     0.00        5     0.00     0.00  void std::vector<Node*, std::allocator<Node*> >::_M_realloc_insert<Node*&>(__gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > >, Node*&)
  0.00      1.77     0.00        5     0.00     0.00  std::vector<Node*, std::allocator<Node*> >::begin()
  0.00      1.77     0.00        4     0.00     0.00  std::allocator<Node*>::~allocator()
  0.00      1.77     0.00        3     0.00     0.00  std::_Bit_iterator::_Bit_iterator()
  0.00      1.77     0.00        3     0.00     0.00  std::uniform_real_distribution<float>::param_type::param_type(float, float)
  0.00      1.77     0.00        3     0.00     0.00  std::uniform_real_distribution<float>::uniform_real_distribution(float, float)
  0.00      1.77     0.00        3     0.00     0.00  unsigned long* std::__addressof<unsigned long>(unsigned long&)
  0.00      1.77     0.00        3     0.00     0.00  SelfPlayer* std::__niter_base<SelfPlayer*>(SelfPlayer*)
  0.00      1.77     0.00        3     0.00     0.00  Trainer*&& std::forward<Trainer*>(std::remove_reference<Trainer*>::type&)
  0.00      1.77     0.00        2     0.00     0.00  TrainMC::TrainMC(Trainer*)
  0.00      1.77     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<Node*>::new_allocator()
  0.00      1.77     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<Node*>::new_allocator(__gnu_cxx::new_allocator<Node*> const&)
  0.00      1.77     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<SelfPlayer*, std::vector<SelfPlayer, std::allocator<SelfPlayer> > >::__normal_iterator(SelfPlayer* const&)
  0.00      1.77     0.00        2     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_M_end_addr() const
  0.00      1.77     0.00        2     0.00     0.00  std::allocator<Node*>::allocator()
  0.00      1.77     0.00        2     0.00     0.00  std::allocator<Node*>::allocator(std::allocator<Node*> const&)
  0.00      1.77     0.00        2     0.00     0.00  std::allocator<unsigned long>::~allocator()
  0.00      1.77     0.00        2     0.00     0.00  void std::_Destroy_aux<true>::__destroy<Node**>(Node**, Node**)
  0.00      1.77     0.00        2     0.00     0.00  std::_Vector_base<SelfPlayer, std::allocator<SelfPlayer> >::_M_deallocate(SelfPlayer*, unsigned long)
  0.00      1.77     0.00        2     0.00     0.00  std::_Vector_base<SelfPlayer, std::allocator<SelfPlayer> >::_M_get_Tp_allocator()
  0.00      1.77     0.00        2     0.00     0.00  std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_impl::~_Vector_impl()
  0.00      1.77     0.00        2     0.00     0.00  std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_impl_data::_Vector_impl_data()
  0.00      1.77     0.00        2     0.00     0.00  std::_Vector_base<Node*, std::allocator<Node*> >::~_Vector_base()
  0.00      1.77     0.00        2     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long)
  0.00      1.77     0.00        2     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long)
  0.00      1.77     0.00        2     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long)
  0.00      1.77     0.00        2     0.00     0.00  std::vector<Node*, std::allocator<Node*> >::~vector()
  0.00      1.77     0.00        2     0.00     0.00  void std::_Destroy<Node**>(Node**, Node**)
  0.00      1.77     0.00        2     0.00     0.00  void std::_Destroy<Node**, Node*>(Node**, Node**, std::allocator<Node*>&)
  0.00      1.77     0.00        1     0.00     0.00  _GLOBAL__sub_I__Z17print_class_sizesv
  0.00      1.77     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN10SelfPlayerC2EP7Trainer
  0.00      1.77     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN4GameC2Ev
  0.00      1.77     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN4MoveC2Em
  0.00      1.77     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN4NodeC2Ev
  0.00      1.77     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN7TrainMCC2EP7Trainer
  0.00      1.77     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN7TrainerC2Ebmmmff
  0.00      1.77     0.00        1     0.00     1.77  test_basic_run()
  0.00      1.77     0.00        1     0.00     0.00  print_class_sizes()
  0.00      1.77     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      1.77     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      1.77     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      1.77     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      1.77     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      1.77     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      1.77     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      1.77     0.00        1     0.00     0.00  SelfPlayer::do_first_iteration(float*)
  0.00      1.77     0.00        1     0.00     0.00  SelfPlayer::SelfPlayer(Trainer*)
  0.00      1.77     0.00        1     0.00     0.00  Game::write_game_state(float*)
  0.00      1.77     0.00        1     0.00     0.00  Game::Game()
  0.00      1.77     0.00        1     0.00     0.00  Node::write_game_state(float*)
  0.00      1.77     0.00        1     0.00     0.00  Node::Node()
  0.00      1.77     0.00        1     0.00     0.00  TrainMC::set_statics(unsigned long, float, float)
  0.00      1.77     0.00        1     0.00     0.00  TrainMC::do_first_iteration(float*)
  0.00      1.77     0.00        1     0.00     0.00  Trainer::place_root()
  0.00      1.77     0.00        1     0.00     0.00  Trainer::place(unsigned long)
  0.00      1.77     0.00        1     0.00     0.01  Trainer::Trainer(bool, unsigned long, unsigned long, unsigned long, float, float)
  0.00      1.77     0.00        1     0.00     0.00  Trainer::~Trainer()
  0.00      1.77     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<SelfPlayer>::deallocate(SelfPlayer*, unsigned long)
  0.00      1.77     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<SelfPlayer>::allocate(unsigned long, void const*)
  0.00      1.77     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<SelfPlayer>::new_allocator()
  0.00      1.77     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<bool>::new_allocator()
  0.00      1.77     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long)
  0.00      1.77     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*)
